district,school,enroll,dtap_pct_vac,dtap_partial,dtap_nonmedical,dtap_medical,polio_pct,polio_partial,polio_nonmedical,polio_medical,mmr_pct,mmr_partial,mmr_nonmedical,mmr_medical,hepb_pct,hepb_partial,hepb_nonmedical,hepb_medical,varicella_pct,varicella_partial,varicella_diseasehistory,varicella_nonmedical,varicella_medical,tdap_pct,tdap_nodoses,tdap_nonmedical,tdap_medical,meningococcal_pct,meningococcal_nodoses,meningococcal_nonmedical,meningococcal_medical,notes
FRIDLEY,FRIDLEY MIDDLE SCHOOL,236,0.9915,0.0000,0.0085,0.0000,0.9915,0.0000,0.0085,0.0000,0.9915,0.0000,0.0085,0.0000,1.0000,0.0000,0.0000,0.0000,0.9831,0.0085,0.0000,0.0085,0.0000,0.9831,0.0000,0.0169,0.0000,0.9831,0.0042,0.0127,0.0000,
ANOKA-HENNEPIN,ANOKA MID.,599,0.9900,0.0033,0.0067,0.0000,0.9933,0.0000,0.0067,0.0000,0.9917,0.0000,0.0083,0.0000,0.9933,0.0000,0.0067,0.0000,0.9917,0.0000,0.0000,0.0083,0.0000,0.9866,0.0033,0.0100,0.0000,0.9883,0.0050,0.0067,0.0000,
MINNEAPOLIS,LAKE HARRIET UPPER,128,0.9766,0.0000,0.0234,0.0000,0.9844,0.0000,0.0156,0.0000,0.9922,0.0000,0.0078,0.0000,0.9844,0.0000,0.0156,0.0000,0.9531,0.0000,0.0313,0.0156,0.0000,0.8984,0.0859,0.0156,0.0000,0.8828,0.1094,0.0078,0.0000,
ANOKA-HENNEPIN,COON RAPIDS MID.,397,0.9924,0.0025,0.0050,0.0000,0.9924,0.0025,0.0050,0.0000,0.9924,0.0025,0.0050,0.0000,0.9950,0.0025,0.0025,0.0000,0.9899,0.0050,0.0000,0.0050,0.0000,0.9924,0.0025,0.0050,0.0000,0.9975,0.0025,0.0000,0.0000,
GLENCOE-SILVER LAKE,MIDDLE SCHOOL JR.,141,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9929,0.0000,0.0071,0.0000,1.0000,0.0000,0.0000,0.0000,0.9504,0.0000,0.0355,0.0142,0.0000,0.9787,0.0071,0.0142,0.0000,0.9716,0.0071,0.0213,0.0000,
PROCTOR,A.I. JEDLICKA MIDDLE SCHOOL,144,1.0000,0.0000,0.0000,0.0000,0.9931,0.0000,0.0069,0.0000,0.9931,0.0069,0.0000,0.0000,0.9931,0.0000,0.0069,0.0000,0.9792,0.0139,0.0069,0.0000,0.0000,0.9375,0.0625,0.0000,0.0000,0.9306,0.0625,0.0069,0.0000,
MINNETONKA,MINNETONKA WEST MID.,435,0.9632,0.0000,0.0368,0.0000,0.9632,0.0000,0.0368,0.0000,0.9931,0.0000,0.0069,0.0000,0.9724,0.0000,0.0276,0.0000,0.9356,0.0000,0.0023,0.0414,0.0207,0.9425,0.0207,0.0368,0.0000,0.9379,0.0207,0.0414,0.0000,
EAST GRAND FORKS,CENTRAL MID.,146,0.9932,0.0068,0.0000,0.0000,0.9932,0.0068,0.0000,0.0000,0.9932,0.0068,0.0000,0.0000,0.9863,0.0068,0.0068,0.0000,0.9795,0.0068,0.0137,0.0000,0.0000,0.9726,0.0205,0.0068,0.0000,0.9452,0.0411,0.0137,0.0000,
BYRON,BYRON MID.,161,0.9938,0.0000,0.0062,0.0000,0.9938,0.0000,0.0062,0.0000,0.9938,0.0000,0.0062,0.0000,0.9938,0.0000,0.0062,0.0000,0.9876,0.0000,0.0062,0.0062,0.0000,0.9938,0.0000,0.0062,0.0000,0.9814,0.0000,0.0186,0.0000,
MINNEAPOLIS,SANFORD MID.,328,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9939,0.0000,0.0061,0.0000,0.9970,0.0000,0.0000,0.0030,0.9726,0.0000,0.0000,0.0122,0.0152,0.9817,0.0091,0.0091,0.0000,0.9817,0.0091,0.0091,0.0000,
KASSON-MANTORVILLE,KASSON-MANTORVILLE MID.,166,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9940,0.0000,0.0060,0.0000,1.0000,0.0000,0.0000,0.0000,0.9940,0.0000,0.0000,0.0060,0.0000,0.9880,0.0000,0.0120,0.0000,0.9880,0.0000,0.0120,0.0000,
ST. PAUL,PARKWAY,176,0.9886,0.0114,0.0000,0.0000,0.9886,0.0114,0.0000,0.0000,0.9943,0.0057,0.0000,0.0000,0.9886,0.0114,0.0000,0.0000,0.9773,0.0227,0.0000,0.0000,0.0000,0.8295,0.1705,0.0000,0.0000,0.8239,0.1761,0.0000,0.0000,
ROSEMOUNT-APPLE VALLEY-EAGAN,DAKOTA HILLS MID.,383,0.9896,0.0026,0.0078,0.0000,0.9922,0.0026,0.0052,0.0000,0.9948,0.0000,0.0052,0.0000,0.9582,0.0392,0.0026,0.0000,0.9713,0.0000,0.0235,0.0052,0.0000,0.9922,0.0000,0.0052,0.0026,0.9922,0.0000,0.0078,0.0000,
CLOQUET,CLOQUET MID.,197,0.9898,0.0000,0.0102,0.0000,0.9898,0.0000,0.0102,0.0000,0.9949,0.0000,0.0051,0.0000,0.9949,0.0000,0.0051,0.0000,0.9797,0.0000,0.0051,0.0152,0.0000,0.9797,0.0102,0.0102,0.0000,0.9746,0.0152,0.0102,0.0000,
CHASKA,CHASKA MID. WEST,230,0.9957,0.0000,0.0043,0.0000,0.9957,0.0000,0.0043,0.0000,0.9957,0.0000,0.0043,0.0000,0.9913,0.0000,0.0087,0.0000,0.9913,0.0000,0.0000,0.0087,0.0000,0.9870,0.0000,0.0087,0.0043,0.9913,0.0000,0.0043,0.0043,
SOUTH WASHINGTON COUNTY,OLTMAN JR.,234,0.9957,0.0000,0.0043,0.0000,0.9957,0.0000,0.0043,0.0000,0.9957,0.0000,0.0043,0.0000,0.9957,0.0000,0.0043,0.0000,0.9872,0.0000,0.0000,0.0128,0.0000,0.9957,0.0000,0.0043,0.0000,0.9872,0.0000,0.0128,0.0000,
ORONO,ORONO MID.,239,1.0000,0.0000,0.0000,0.0000,0.9874,0.0126,0.0000,0.0000,0.9958,0.0042,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9958,0.0042,0.0000,0.0000,0.0000,0.9079,0.0921,0.0000,0.0000,0.9958,0.0042,0.0000,0.0000,
ANOKA-HENNEPIN,JACKSON MID.,720,0.9819,0.0069,0.0111,0.0000,0.9944,0.0028,0.0028,0.0000,0.9958,0.0014,0.0028,0.0000,0.9972,0.0000,0.0028,0.0000,0.9944,0.0028,0.0000,0.0028,0.0000,0.9917,0.0069,0.0014,0.0000,0.9806,0.0056,0.0139,0.0000,
BLOOMINGTON,OAK GROVE MID.,262,0.9924,0.0000,0.0076,0.0000,0.9962,0.0000,0.0038,0.0000,0.9962,0.0000,0.0038,0.0000,0.9962,0.0000,0.0038,0.0000,0.9809,0.0000,0.0000,0.0115,0.0076,0.9924,0.0000,0.0076,0.0000,0.9924,0.0000,0.0076,0.0000,
COLUMBIA HEIGHTS,COLUMBIA ACADEMY - 6-8,276,0.9964,0.0036,0.0000,0.0000,0.9964,0.0036,0.0000,0.0000,0.9964,0.0036,0.0000,0.0000,0.9964,0.0036,0.0000,0.0000,0.9855,0.0072,0.0036,0.0000,0.0036,0.9855,0.0145,0.0000,0.0000,0.9819,0.0181,0.0000,0.0000,
ST. LOUIS PARK,ST. LOUIS PARK MIDDLE SCHOOL,346,0.9971,0.0000,0.0029,0.0000,0.9971,0.0000,0.0029,0.0000,0.9971,0.0000,0.0029,0.0000,0.9971,0.0000,0.0029,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.9913,0.0058,0.0029,0.0000,0.9971,0.0000,0.0029,0.0000,
ANOKA-HENNEPIN,NORTHDALE MID.,388,0.9768,0.0077,0.0129,0.0026,0.9948,0.0000,0.0026,0.0026,0.9974,0.0000,0.0026,0.0000,0.9974,0.0000,0.0026,0.0000,0.9923,0.0026,0.0000,0.0052,0.0000,0.9768,0.0077,0.0129,0.0026,0.9820,0.0052,0.0103,0.0026,
ACHIEVE LANGUAGE ACADEMY,ACHIEVE LANGUAGE ACADEMY,47,1.0000,0.0000,0.0000,0.0000,0.9574,0.0426,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9574,0.0426,0.0000,0.0000,0.0000,0.4681,0.5319,0.0000,0.0000,0.4681,0.5319,0.0000,0.0000,
ADA-BORUP,ADA-BORUP SEC.,45,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9333,0.0000,0.0444,0.0222,0.0000,0.9556,0.0444,0.0000,0.0000,0.9333,0.0667,0.0000,0.0000,
ADRIAN,ADRIAN MIDDLE SHOOL,57,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9825,0.0175,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.9649,0.0351,0.0000,0.0000,0.9474,0.0351,0.0175,0.0000,
AFSA,AFSA HIGH SCHOOL,30,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8333,0.1667,0.0000,0.0000,0.8333,0.1667,0.0000,0.0000,
ALBERT LEA,ALBERT LEA ALTERNATIVE LEARNING CENTER(ALC),12,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.6667,0.3333,0.0000,0.0000,0.6667,0.3333,0.0000,0.0000,
ALEXANDRIA,ZION LUTHERAN,6,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
ANOKA-HENNEPIN,CROSS OF CHRIST LUTHERAN,9,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
ANOKA-HENNEPIN,RIVER TRAIL LEARNING CENTER,5,0.8000,0.2000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8000,0.2000,0.0000,0.0000,0.8000,0.2000,0.0000,0.0000,
ASHBY,ASHBY SEC.,17,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8824,0.1176,0.0000,0.0000,0.8824,0.1176,0.0000,0.0000,
AURORA CHARTER SCHOOL,AURORA MIDDLE SCHOOL,46,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9565,0.0435,0.0000,0.0000,0.9565,0.0435,0.0000,0.0000,0.0000,0.8696,0.1304,0.0000,0.0000,0.9130,0.0870,0.0000,0.0000,
AUSTIN,PACELLI CATHOLIC  SCHOOLS,18,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
BADGER,BADGER SEC.,20,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
BARNESVILLE,BARNESVILLE SEC.,67,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9851,0.0000,0.0149,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
BATTLE LAKE,BATTLE LAKE SEC.,34,0.8824,0.1176,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9706,0.0294,0.0000,0.0000,0.9118,0.0294,0.0588,0.0000,0.0000,0.8824,0.1176,0.0000,0.0000,0.9118,0.0882,0.0000,0.0000,
BEMIDJI,HEARTLAND CHRISTIAN ACADEMY,6,0.8333,0.0000,0.1667,0.0000,0.8333,0.0000,0.1667,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8333,0.1667,0.0000,0.0000,0.8333,0.1667,0.0000,0.0000,
BENSON,BENSON SEC.,55,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9818,0.0000,0.0182,0.0000,0.0000,0.9636,0.0182,0.0182,0.0000,0.9636,0.0182,0.0182,0.0000,
BERTHA-HEWITT,BERTHA-HEWITT PUBLIC SCHOOLS,31,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.9677,0.0323,0.0000,0.0000,0.9355,0.0645,0.0000,0.0000,
BIRD ISLAND-OLIVIA-LAKE LILLIAN,BOLD SR.,48,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8542,0.0000,0.1458,0.0000,0.8542,0.0000,0.1458,0.0000,
BLOOMING PRAIRIE,BLOOMING PRAIRIE SEC.,60,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9833,0.0000,0.0000,0.0000,0.0167,0.9833,0.0000,0.0000,0.0167,0.9500,0.0000,0.0000,0.0500,
BLOOMINGTON,NATIVITY OF MARY,26,0.9615,0.0385,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.9615,0.0385,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
BLOOMINGTON,RAMALYNN MONTESSORI ACADEMY,10,0.8000,0.2000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9000,0.1000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8000,0.2000,0.0000,0.0000,0.9000,0.1000,0.0000,0.0000,
BLOOMINGTON,VALLEY VIEW MID.,261,0.9923,0.0038,0.0000,0.0038,0.9923,0.0038,0.0000,0.0038,1.0000,0.0000,0.0000,0.0000,0.9962,0.0000,0.0038,0.0000,0.9885,0.0038,0.0077,0.0000,0.0000,0.9962,0.0000,0.0038,0.0000,0.9962,0.0000,0.0038,0.0000,
BRAHAM,BRAHAM AREA SEC.,59,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9831,0.0000,0.0000,0.0169,0.0000,0.9831,0.0169,0.0000,0.0000,0.9831,0.0169,0.0000,0.0000,
BRAINERD,LINCOLN EDUCATION CENTER,6,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
BRAINERD,MIDDLE LEVEL ALTERNATIVE PROGRAM,6,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
BRECKENRIDGE,BRECKENRIDGE MIDDLE SCHOOL,45,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.9333,0.0667,0.0000,0.0000,0.8667,0.1333,0.0000,0.0000,
BRECKENRIDGE,ST MARY,18,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
BROWNS VALLEY,BROWNS VALLEY PUBLIC SCHOOL,12,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9167,0.0000,0.0833,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
BUTTERFIELD,BUTTERFIELD SEC.,14,0.9286,0.0714,0.0000,0.0000,0.9286,0.0714,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9286,0.0714,0.0000,0.0000,0.8571,0.0000,0.1429,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9286,0.0714,0.0000,0.0000,
CALEDONIA,CALEDONIA MID.,50,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9600,0.0000,0.0200,0.0200,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
CALEDONIA,ST JOHNS EV LUTHERAN,9,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
CALEDONIA,ST MARYS ELEMENTARY,10,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
CAMBRIDGE-ISANTI,ISANTI MID.,113,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9823,0.0088,0.0000,0.0088,0.0000,1.0000,0.0000,0.0000,0.0000,0.9912,0.0000,0.0088,0.0000,
CAMPBELL-TINTAH,CAMPBELL-TINTAH PUBLIC SCHOOL,6,0.8333,0.1667,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8333,0.1667,0.0000,0.0000,0.8333,0.1667,0.0000,0.0000,
CANBY,CANBY SEC.,41,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
CASS LAKE-BENA SCHOOLS,CASS LAKE-BENA SEC.,82,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.9756,0.0244,0.0000,0.0000,0.9878,0.0122,0.0000,0.0000,
CEDAR MOUNTAIN,CEDAR MOUNTAIN SEC.,43,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9302,0.0000,0.0233,0.0465,0.0000,0.9767,0.0233,0.0000,0.0000,0.9767,0.0233,0.0000,0.0000,
CHATFIELD,MIDDLE SCHOOL AND HIGH SCHOOL,89,0.9775,0.0225,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9888,0.0112,0.0000,0.0000,0.0000,0.9775,0.0225,0.0000,0.0000,0.9888,0.0112,0.0000,0.0000,
CHOKIO-ALBERTA,CHOKIO-ALBERTA PUBLIC SCHOOLS,9,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.8889,0.0000,0.0000,0.1111,0.0000,0.8889,0.1111,0.0000,0.0000,0.8889,0.1111,0.0000,0.0000,
CLEVELAND PUBLIC SCHOOL,CLEVELAND PUBLIC SCHOOL,51,0.9804,0.0000,0.0196,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9804,0.0000,0.0196,0.0000,0.9412,0.0196,0.0392,0.0000,0.0000,0.9608,0.0392,0.0000,0.0000,0.9412,0.0588,0.0000,0.0000,
CLINTON-GRACEVILLE-BEARDSLEY,CLINTON-GRACEVILLE-BEARDSLEY MID.,25,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8800,0.1200,0.0000,0.0000,0.8800,0.1200,0.0000,0.0000,
COLUMBIA HEIGHTS,IMMACULATE CONCEPTION,10,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
COMFREY,COMFREY SEC.,11,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
COMMUNITY OF PEACE ACADEMY,COMMUNITY OF PEACE ACADEMY MIDDLE SCHOOL,74,1.0000,0.0000,0.0000,0.0000,0.9865,0.0135,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9865,0.0000,0.0135,0.0000,
CROSBY-IRONTON,CROSBY-IRONTON SEC.,81,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9877,0.0000,0.0123,0.0000,0.0000,0.9753,0.0000,0.0247,0.0000,0.9506,0.0123,0.0370,0.0000,
E.C.H.O. CHARTER SCHOOL,E.C.H.O. CHARTER SCHOOL,9,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8889,0.1111,0.0000,0.0000,0.8889,0.1111,0.0000,0.0000,
EAST GRAND FORKS,RIVERSIDE CHRISTIAN SCHOOL,13,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.9231,0.0769,0.0000,0.0000,0.9231,0.0769,0.0000,0.0000,
EDGERTON,EDGERTON EL.,26,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.8846,0.0769,0.0385,0.0000,0.8846,0.0769,0.0385,0.0000,
EDINA,OUR LADY OF GRACE,74,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.9865,0.0000,0.0135,0.0000,0.9865,0.0135,0.0000,0.0000,
ELLSWORTH,ELLSWORTH SEC.,7,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
FAIRMONT AREA SCHOOLS,ST JAMES LUTHERAN,5,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.6000,0.2000,0.2000,0.0000,
FARIBAULT,FARIBAULT LUTHERAN,13,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
FARMINGTON,CHRISTIAN LIFE ACADEMY,13,0.8462,0.0769,0.0769,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.7692,0.0769,0.0000,0.1538,0.0000,0.6154,0.3846,0.0000,0.0000,0.5385,0.4615,0.0000,0.0000,
FERTILE-BELTRAMI,FERTILE-BELTRAMI SEC.,37,0.9459,0.0541,0.0000,0.0000,0.9730,0.0270,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9730,0.0000,0.0000,0.0270,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
FISHER,FISHER PUBLIC SCHOOL,22,0.9545,0.0455,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.9091,0.0909,0.0000,0.0000,0.9091,0.0909,0.0000,0.0000,
FLOODWOOD,FLOODWOOD SECONDARY,15,0.9333,0.0000,0.0667,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,
